28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0
11.0,11.0,11.0,11.0,11.0,18.0,18.0,18.0,18.0,18.0,26.0,26.0,26.0,26.0,26.0,33.0,33.0,33.0,33.0,33.0,39.0,39.0,39.0,39.0,39.0,42.0,42.0,42.0,42.0,42.0,47.0,47.0,47.0,47.0,47.0,52.0,52.0,52.0,52.0,52.0
75.0,70.0,66.0,64.0,62.0,67.0,62.0,58.0,56.0,54.0,53.0,48.0,44.0,42.0,40.0,46.0,41.0,37.0,35.0,33.0,41.0,36.0,32.0,30.0,28.0,39.0,34.0,30.0,28.0,26.0,37.0,32.0,28.0,26.0,24.0,34.0,29.0,25.0,23.0,21.0
5.0,9.0,15.0,19.0,24.0,5.0,9.0,15.0,19.0,24.0,5.0,9.0,15.0,19.0,24.0,5.0,9.0,15.0,19.0,24.0,5.0,9.0,15.0,19.0,24.0,5.0,9.0,15.0,19.0,24.0,5.0,9.0,15.0,19.0,24.0,5.0,9.0,15.0,19.0,24.0
9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0
11.0,11.0,11.0,11.0,11.0,17.0,17.0,17.0,17.0,17.0,26.0,26.0,26.0,26.0,26.0,33.0,33.0,33.0,33.0,33.0,39.0,39.0,39.0,39.0,39.0,43.0,43.0,43.0,43.0,43.0,48.0,48.0,48.0,48.0,48.0,52.0,52.0,52.0,52.0,52.0
77.0,72.0,68.0,66.0,64.0,68.0,63.0,59.0,57.0,55.0,55.0,50.0,46.0,44.0,42.0,48.0,43.0,39.0,37.0,35.0,42.0,37.0,33.0,31.0,29.0,40.0,35.0,31.0,29.0,27.0,38.0,33.0,29.0,27.0,25.0,34.0,29.0,25.0,23.0,21.0
5.0,8.0,14.0,19.0,25.0,5.0,8.0,14.0,19.0,25.0,5.0,8.0,14.0,19.0,25.0,5.0,8.0,14.0,19.0,25.0,5.0,8.0,14.0,19.0,25.0,5.0,8.0,14.0,19.0,25.0,5.0,8.0,14.0,19.0,25.0,5.0,8.0,14.0,19.0,25.0
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0
10.0,10.0,10.0,10.0,10.0,17.0,17.0,17.0,17.0,17.0,27.0,27.0,27.0,27.0,27.0,33.0,33.0,33.0,33.0,33.0,39.0,39.0,39.0,39.0,39.0,42.0,42.0,42.0,42.0,42.0,46.0,46.0,46.0,46.0,46.0,51.0,51.0,51.0,51.0,51.0
