24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
20.0,20.0,20.0,20.0,20.0,30.0,30.0,30.0,30.0,30.0,34.0,34.0,34.0,34.0,34.0,43.0,43.0,43.0,43.0,43.0,55.0,55.0,55.0,55.0,55.0,64.0,64.0,64.0,64.0,64.0,75.0,75.0,75.0,75.0,75.0,86.0,86.0,86.0,86.0,86.0
119.0,110.0,98.0,86.0,76.0,116.0,107.0,95.0,83.0,73.0,103.0,94.0,82.0,70.0,60.0,95.0,86.0,74.0,62.0,52.0,84.0,75.0,63.0,51.0,41.0,73.0,64.0,52.0,40.0,30.0,69.0,60.0,48.0,36.0,26.0,65.0,56.0,44.0,32.0,22.0
11.0,24.0,36.0,48.0,59.0,11.0,24.0,36.0,48.0,59.0,11.0,24.0,36.0,48.0,59.0,11.0,24.0,36.0,48.0,59.0,11.0,24.0,36.0,48.0,59.0,11.0,24.0,36.0,48.0,59.0,11.0,24.0,36.0,48.0,59.0,11.0,24.0,36.0,48.0,59.0
15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
21.0,21.0,21.0,21.0,21.0,28.0,28.0,28.0,28.0,28.0,32.0,32.0,32.0,32.0,32.0,41.0,41.0,41.0,41.0,41.0,52.0,52.0,52.0,52.0,52.0,61.0,61.0,61.0,61.0,61.0,72.0,72.0,72.0,72.0,72.0,83.0,83.0,83.0,83.0,83.0
125.0,117.0,106.0,96.0,86.0,121.0,113.0,102.0,92.0,82.0,108.0,100.0,89.0,79.0,69.0,95.0,87.0,76.0,66.0,56.0,81.0,73.0,62.0,52.0,42.0,71.0,63.0,52.0,42.0,32.0,67.0,59.0,48.0,38.0,28.0,61.0,53.0,42.0,32.0,22.0
11.0,24.0,36.0,47.0,58.0,11.0,24.0,36.0,47.0,58.0,11.0,24.0,36.0,47.0,58.0,11.0,24.0,36.0,47.0,58.0,11.0,24.0,36.0,47.0,58.0,11.0,24.0,36.0,47.0,58.0,11.0,24.0,36.0,47.0,58.0,11.0,24.0,36.0,47.0,58.0
15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
