24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
14.0,14.0,14.0,14.0,14.0,18.0,18.0,18.0,18.0,18.0,29.0,29.0,29.0,29.0,29.0,41.0,41.0,41.0,41.0,41.0,50.0,50.0,50.0,50.0,50.0,59.0,59.0,59.0,59.0,59.0,67.0,67.0,67.0,67.0,67.0,79.0,79.0,79.0,79.0,79.0
107.0,94.0,84.0,79.0,68.0,96.0,83.0,73.0,68.0,57.0,85.0,72.0,62.0,57.0,46.0,83.0,70.0,60.0,55.0,44.0,72.0,59.0,49.0,44.0,33.0,58.0,45.0,35.0,30.0,19.0,56.0,43.0,33.0,28.0,17.0,51.0,38.0,28.0,23.0,12.0
20.0,29.0,33.0,37.0,40.0,20.0,29.0,33.0,37.0,40.0,20.0,29.0,33.0,37.0,40.0,20.0,29.0,33.0,37.0,40.0,20.0,29.0,33.0,37.0,40.0,20.0,29.0,33.0,37.0,40.0,20.0,29.0,33.0,37.0,40.0,20.0,29.0,33.0,37.0,40.0
20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0
18.0,18.0,18.0,18.0,18.0,23.0,23.0,23.0,23.0,23.0,34.0,34.0,34.0,34.0,34.0,46.0,46.0,46.0,46.0,46.0,55.0,55.0,55.0,55.0,55.0,64.0,64.0,64.0,64.0,64.0,72.0,72.0,72.0,72.0,72.0,86.0,86.0,86.0,86.0,86.0
106.0,94.0,83.0,78.0,68.0,93.0,81.0,70.0,65.0,55.0,81.0,69.0,58.0,53.0,43.0,79.0,67.0,56.0,51.0,41.0,72.0,60.0,49.0,44.0,34.0,60.0,48.0,37.0,32.0,22.0,58.0,46.0,35.0,30.0,20.0,55.0,43.0,32.0,27.0,17.0
21.0,29.0,35.0,39.0,43.0,21.0,29.0,35.0,39.0,43.0,21.0,29.0,35.0,39.0,43.0,21.0,29.0,35.0,39.0,43.0,21.0,29.0,35.0,39.0,43.0,21.0,29.0,35.0,39.0,43.0,21.0,29.0,35.0,39.0,43.0,21.0,29.0,35.0,39.0,43.0
16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0
