17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0
24.0,24.0,24.0,24.0,24.0,33.0,33.0,33.0,33.0,33.0,41.0,41.0,41.0,41.0,41.0,51.0,51.0,51.0,51.0,51.0,61.0,61.0,61.0,61.0,61.0,70.0,70.0,70.0,70.0,70.0,73.0,73.0,73.0,73.0,73.0,79.0,79.0,79.0,79.0,79.0
116.0,105.0,97.0,94.0,82.0,112.0,101.0,93.0,90.0,78.0,100.0,89.0,81.0,78.0,66.0,95.0,84.0,76.0,73.0,61.0,88.0,77.0,69.0,66.0,54.0,78.0,67.0,59.0,56.0,44.0,65.0,54.0,46.0,43.0,31.0,54.0,43.0,35.0,32.0,20.0
21.0,33.0,46.0,58.0,70.0,21.0,33.0,46.0,58.0,70.0,21.0,33.0,46.0,58.0,70.0,21.0,33.0,46.0,58.0,70.0,21.0,33.0,46.0,58.0,70.0,21.0,33.0,46.0,58.0,70.0,21.0,33.0,46.0,58.0,70.0,21.0,33.0,46.0,58.0,70.0
19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
24.0,24.0,24.0,24.0,24.0,33.0,33.0,33.0,33.0,33.0,38.0,38.0,38.0,38.0,38.0,49.0,49.0,49.0,49.0,49.0,58.0,58.0,58.0,58.0,58.0,67.0,67.0,67.0,67.0,67.0,70.0,70.0,70.0,70.0,70.0,83.0,83.0,83.0,83.0,83.0
119.0,107.0,100.0,97.0,86.0,115.0,103.0,96.0,93.0,82.0,102.0,90.0,83.0,80.0,69.0,97.0,85.0,78.0,75.0,64.0,91.0,79.0,72.0,69.0,58.0,80.0,68.0,61.0,58.0,47.0,68.0,56.0,49.0,46.0,35.0,57.0,45.0,38.0,35.0,24.0
21.0,33.0,44.0,54.0,66.0,21.0,33.0,44.0,54.0,66.0,21.0,33.0,44.0,54.0,66.0,21.0,33.0,44.0,54.0,66.0,21.0,33.0,44.0,54.0,66.0,21.0,33.0,44.0,54.0,66.0,21.0,33.0,44.0,54.0,66.0,21.0,33.0,44.0,54.0,66.0
23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
